#l      M       N       K       GFlops 
0	512 	15 	1023 	0
1	15 	15 	1023 	0
2	512 	15 	15 	0
3	40	1023 	512 	0
4	40 	40 	512 	0
5	40 	1023 	40 	0
6	512 	16 	1023 	0
7	16 	16 	1023 	0
8	512 	16 	16 	0
9	40 	1023 	40	0
